109;05790;TARAZÁ;1
110;05792;TARSO;1
111;05809;TITIRIBÍ;1
112;05819;TOLEDO;1
113;05837;TURBO;1
114;05842;URAMITA;1
115;05847;URRAO;1
116;05854;VALDIVIA;1
117;05856;VALPARAÍSO;1
118;05858;VEGACHÍ;1
119;05861;VENECIA;1
120;05873;VIGÍA DEL FUERTE;1
121;05885;YALÍ;1
122;05887;YARUMAL;1
123;05890;YOLOMBÓ;1
124;05893;YONDÓ;1
125;05895;ZARAGOZA;1
126;08001;BARRANQUILLA;2
127;08078;BARANOA;2
128;08137;CAMPO DE LA CRUZ;2
129;08141;CANDELARIA;2
130;08296;GALAPA;2
131;08372;JUAN DE ACOSTA;2
132;08421;LURUACO;2
133;08433;MALAMBO;2
134;08436;MANATÍ;2
135;08520;PALMAR DE VARELA;2
136;08549;PIOJÓ;2
137;08558;POLONUEVO;2
138;08560;PONEDERA;2
139;08573;PUERTO COLOMBIA;2
140;08606;REPELÓN;2
141;08634;SABANAGRANDE;2
142;08638;SABANALARGA;2
143;08675;SANTA LUCÍA;2
144;08685;SANTO TOMÁS;2
145;08758;SOLEDAD;2
146;08770;SUAN;2
147;08832;TUBARÁ;2
148;08849;USIACURÍ;2
149;11001;BOGOTÁ;3
150;13001;CARTAGENA;4
151;13006;ACHÍ;4
152;13030;ALTOS DEL ROSARIO;4
153;13042;ARENAL;4
154;13052;ARJONA;4
155;13062;ARROYOHONDO;4
156;13074;BARRANCO DE LOBA;4
157;13140;CALAMAR;4
158;13160;CANTAGALLO;4
159;13188;CICUCO;4
160;13212;CÓRDOBA;4
161;13222;CLEMENCIA;4
162;13244;EL CARMEN DE BOLÍVAR;4
163;13248;EL GUAMO;4
164;13268;EL PEÑÓN;4
165;13300;HATILLO DE LOBA;4
166;13430;MAGANGUÉ;4
167;13433;MAHATES;4
168;13440;MARGARITA;4
169;13442;MARÍA LA BAJA;4
170;13458;MONTECRISTO;4
171;13468;MOMPÓS;4
172;13473;MORALES;4
173;13549;PINILLOS;4
174;13580;REGIDOR;4
175;13600;RÍO VIEJO;4
176;13620;SAN CRISTÓBAL;4
177;13647;SAN ESTANISLAO;4
178;13650;SAN FERNANDO;4
179;13654;SAN JACINTO;4
180;13655;SAN JACINTO DEL CAUCA;4
181;13657;SAN JUAN NEPOMUCENO;4
182;13667;SAN MARTÍN DE LOBA;4
183;13670;SAN PABLO;4
184;13673;SANTA CATALINA;4
185;13683;SANTA ROSA;4
186;13688;SANTA ROSA DEL SUR;4
187;13744;SIMITÍ;4
188;13760;SOPLAVIENTO;4
189;13780;TALAIGUA NUEVO;4
190;13810;TIQUISIO;4
191;13836;TURBACO;4
192;13838;TURBANÁ;4
193;13873;VILLANUEVA;4
194;13894;ZAMBRANO;4
195;15001;TUNJA;5
196;15022;ALMEIDA;5
197;15047;AQUITANIA;5
198;15051;ARCABUCO;5
199;15087;BELÉN;5
200;15090;BERBEO;5
201;15092;BETÉITIVA;5
202;15097;BOAVITA;5
203;15104;BOYACÁ;5
204;15106;BRICEÑO;5
205;15109;BUENAVISTA;5
206;15114;BUSBANZÁ;5
207;15131;CALDAS;5
208;15135;CAMPOHERMOSO;5
209;15162;CERINZA;5
210;15172;CHINAVITA;5
211;15176;CHIQUINQUIRÁ;5
212;15180;CHISCAS;5
213;15183;CHITA;5
214;15185;CHITARAQUE;5
215;15187;CHIVATÁ;5
216;15189;CIÉNEGA;5
217;15204;CÓMBITA;5
218;15212;COPER;5
219;15215;CORRALES;5
220;15218;COVARACHÍA;5
221;15223;CUBARÁ;5
222;15224;CUCAITA;5
223;15226;CUÍTIVA;5
224;15232;CHÍQUIZA;5
225;15236;CHIVOR;5
226;15238;DUITAMA;5
227;15244;EL COCUY;5
228;15248;EL ESPINO;5
229;15272;FIRAVITOBA;5
230;15276;FLORESTA;5
231;15293;GACHANTIVÁ;5
232;15296;GAMEZA;5
233;15299;GARAGOA;5
234;15317;GUACAMAYAS;5
235;15322;GUATEQUE;5
236;15325;GUAYATÁ;5
237;15332;GÜICÁN;5
238;15362;IZA;5
239;15367;JENESANO;5
240;15368;JERICÓ;5
241;15377;LABRANZAGRANDE;5
242;15380;LA CAPILLA;5
243;15401;LA VICTORIA;5
244;15403;LA UVITA;5
245;15407;VILLA DE LEYVA;5
246;15425;MACANAL;5
247;15442;MARIPÍ;5
248;15455;MIRAFLORES;5
249;15464;MONGUA;5
250;15466;MONGUÍ;5
251;15469;MONIQUIRÁ;5
252;15476;MOTAVITA;5
253;15480;MUZO;5
254;15491;NOBSA;5
255;15494;NUEVO COLÓN;5
256;15500;OICATÁ;5
257;15507;OTANCHE;5
258;15511;PACHAVITA;5
259;15514;PÁEZ;5
260;15516;PAIPA;5
261;15518;PAJARITO;5
262;15522;PANQUEBA;5
263;15531;PAUNA;5
264;15533;PAYA;5
265;15537;PAZ DE RÍO;5
266;15542;PESCA;5
267;15550;PISBA;5
268;15572;PUERTO BOYACÁ;5
269;15580;QUÍPAMA;5
270;15599;RAMIRIQUÍ;5
271;15600;RÁQUIRA;5
272;15621;RONDÓN;5
273;15632;SABOYÁ;5
274;15638;SÁCHICA;5
275;15646;SAMACÁ;5
276;15660;SAN EDUARDO;5
277;15664;SAN JOSÉ DE PARE;5
278;15667;SAN LUIS DE GACENO;5
279;15673;SAN MATEO;5
280;15676;SAN MIGUEL DE SEMA;5
281;15681;SAN PABLO DE BORBUR;5
282;15686;SANTANA;5
283;15690;SANTA MARÍA;5
284;15693;SANTA ROSA DE VITERBO;5
285;15696;SANTA SOFÍA;5
286;15720;SATIVANORTE;5
287;15723;SATIVASUR;5
288;15740;SIACHOQUE;5
289;15753;SOATÁ;5
290;15755;SOCOTÁ;5
291;15757;SOCHA;5
292;15759;SOGAMOSO;5
293;15761;SOMONDOCO;5
294;15762;SORA;5
295;15763;SOTAQUIRÁ;5
296;15764;SORACÁ;5
297;15774;SUSACÓN;5
298;15776;SUTAMARCHÁN;5
299;15778;SUTATENZA;5
300;15790;TASCO;5
301;15798;TENZA;5
302;15804;TIBANÁ;5
303;15806;TIBASOSA;5
304;15808;TINJACÁ;5
305;15810;TIPACOQUE;5
306;15814;TOCA;5
307;15816;TOGÜÍ;5
308;15820;TÓPAGA;5
309;15822;TOTA;5
310;15832;TUNUNGUÁ;5
311;15835;TURMEQUÉ;5
312;15837;TUTA;5
313;15839;TUTAZÁ;5
314;15842;UMBITA;5
315;15861;VENTAQUEMADA;5
316;15879;VIRACACHÁ;5
317;15897;ZETAQUIRA;5
318;17001;MANIZALES;6
319;17013;AGUADAS;6
320;17042;ANSERMA;6
321;17050;ARANZAZU;6
322;17088;BELALCÁZAR;6
323;17174;CHINCHINÁ;6
324;17272;FILADELFIA;6
325;17380;LA DORADA;6
326;17388;LA MERCED;6
327;17433;MANZANARES;6
328;17442;MARMATO;6
329;17444;MARQUETALIA;6
330;17446;MARULANDA;6
331;17486;NEIRA;6
332;17495;NORCASIA;6
333;17513;PÁCORA;6
334;17524;PALESTINA;6
335;17541;PENSILVANIA;6
336;17614;RIOSUCIO;6
337;17616;RISARALDA;6
338;17653;SALAMINA;6
339;17662;SAMANÁ;6
340;17665;SAN JOSÉ;6
341;17777;SUPÍA;6
342;17867;VICTORIA;6
343;17873;VILLAMARÍA;6
344;17877;VITERBO;6
345;18001;FLORENCIA;7
346;18029;ALBANIA;7
347;18094;BELÉN DE LOS ANDAQUIES;7
348;18150;CARTAGENA DEL CHAIRÁ;7
349;18205;CURILLO;7
350;18247;EL DONCELLO;7
351;18256;EL PAUJIL;7
352;18410;LA MONTAÑITA;7
353;18460;MILÁN;7
354;18479;MORELIA;7
355;18592;PUERTO RICO;7
356;18610;SAN JOSÉ DEL FRAGUA;7
357;18753;SAN VICENTE DEL CAGUÁN;7
358;18756;SOLANO;7
359;18785;SOLITA;7
360;18860;VALPARAÍSO;7
361;19001;POPAYÁN;8
362;19022;ALMAGUER;8
363;19050;ARGELIA;8
364;19075;BALBOA;8
365;19100;BOLÍVAR;8
366;19110;BUENOS AIRES;8
367;19130;CAJIBÍO;8
368;19137;CALDONO;8
369;19142;CALOTO;8
370;19212;CORINTO;8
371;19256;EL TAMBO;8
372;19290;FLORENCIA;8
373;19318;GUAPI;8
374;19355;INZÁ;8
375;19364;JAMBALÓ;8
376;19392;LA SIERRA;8
377;19397;LA VEGA;8
378;19418;LÓPEZ;8
379;19450;MERCADERES;8
380;19455;MIRANDA;8
381;19473;MORALES;8
382;19513;PADILLA;8
383;19517;PAEZ;8
384;19532;PATÍA;8
385;19533;PIAMONTE;8
386;19548;PIENDAMÓ;8
387;19573;PUERTO TEJADA;8
388;19585;PURACÉ;8
389;19622;ROSAS;8
390;19693;SAN SEBASTIÁN;8
391;19698;SANTANDER DE QUILICHAO;8
392;19701;SANTA ROSA;8
393;19743;SILVIA;8
394;19760;SOTARA;8
395;19780;SUÁREZ;8
396;19785;SUCRE;8
397;19807;TIMBÍO;8
398;19809;TIMBIQUÍ;8
399;19821;TORIBIO;8
400;19824;TOTORÓ;8
401;19845;VILLA RICA;8
402;20001;VALLEDUPAR;9
403;20011;AGUACHICA;9
404;20013;AGUSTÍN CODAZZI;9
405;20032;ASTREA;9
406;20045;BECERRIL;9
407;20060;BOSCONIA;9
408;20175;CHIMICHAGUA;9
409;20178;CHIRIGUANÁ;9
410;20228;CURUMANÍ;9
411;20238;EL COPEY;9
412;20250;EL PASO;9
413;20295;GAMARRA;9
414;20310;GONZÁLEZ;9
415;20383;LA GLORIA;9
416;20400;LA JAGUA DE IBIRICO;9
417;20443;MANAURE;9
418;20517;PAILITAS;9
419;20550;PELAYA;9
420;20570;PUEBLO BELLO;9
421;20614;RÍO DE ORO;9
422;20621;LA PAZ;9
423;20710;SAN ALBERTO;9
424;20750;SAN DIEGO;9
425;20770;SAN MARTÍN;9
426;20787;TAMALAMEQUE;9
427;23001;MONTERÍA;10
428;23068;AYAPEL;10
429;23079;BUENAVISTA;10
430;23090;CANALETE;10
431;23162;CERETÉ;10
432;23168;CHIMÁ;10
433;23182;CHINÚ;10
434;23189;CIÉNAGA DE ORO;10
435;23300;COTORRA;10
436;23350;LA APARTADA;10
437;23417;LORICA;10
438;23419;LOS CÓRDOBAS;10
439;23464;MOMIL;10
440;23466;MONTELÍBANO;10
441;23500;MOÑITOS;10
442;23555;PLANETA RICA;10
443;23570;PUEBLO NUEVO;10
444;23574;PUERTO ESCONDIDO;10
445;23580;PUERTO LIBERTADOR;10
446;23586;PURÍSIMA;10
447;23660;SAHAGÚN;10
448;23670;SAN ANDRÉS SOTAVENTO;10
449;23672;SAN ANTERO;10
450;23675;SAN BERNARDO DEL VIENTO;10
451;23678;SAN CARLOS;10
452;23682;SAN JOSÉ DE URÉ;10
453;23686;SAN PELAYO;10
454;23807;TIERRALTA;10
455;23815;TUCHÍN;10
456;23855;VALENCIA;10
457;25001;AGUA DE DIOS;11
458;25019;ALBÁN;11
459;25035;ANAPOIMA;11
460;25040;ANOLAIMA;11
461;25053;ARBELÁEZ;11
462;25086;BELTRÁN;11
463;25095;BITUIMA;11
464;25099;BOJACÁ;11
465;25120;CABRERA;11
466;25123;CACHIPAY;11
467;25126;CAJICÁ;11
468;25148;CAPARRAPÍ;11
469;25151;CAQUEZA;11
470;25154;CARMEN DE CARUPA;11
471;25168;CHAGUANÍ;11
472;25175;CHÍA;11
473;25178;CHIPAQUE;11
474;25181;CHOACHÍ;11
475;25183;CHOCONTÁ;11
476;25200;COGUA;11
477;25214;COTA;11
478;25224;CUCUNUBÁ;11
479;25245;EL COLEGIO;11
480;25258;EL PEÑÓN;11
481;25260;EL ROSAL;11
482;25269;FACATATIVÁ;11
483;25279;FOMEQUE;11
484;25281;FOSCA;11
485;25286;FUNZA;11
486;25288;FÚQUENE;11
487;25290;FUSAGASUGÁ;11
488;25293;GACHALA;11
489;25295;GACHANCIPÁ;11
490;25297;GACHETÁ;11
491;25299;GAMA;11
492;25307;GIRARDOT;11
493;25312;GRANADA;11
494;25317;GUACHETÁ;11
495;25320;GUADUAS;11
496;25322;GUASCA;11
497;25324;GUATAQUÍ;11
498;25326;GUATAVITA;11
499;25328;GUAYABAL DE SIQUIMA;11
500;25335;GUAYABETAL;11
501;25339;GUTIÉRREZ;11
502;25368;JERUSALÉN;11
503;25372;JUNÍN;11
504;25377;LA CALERA;11
505;25386;LA MESA;11
506;25394;LA PALMA;11
507;25398;LA PEÑA;11
508;25402;LA VEGA;11
509;25407;LENGUAZAQUE;11
510;25426;MACHETA;11
511;25430;MADRID;11
512;25436;MANTA;11
513;25438;MEDINA;11
514;25473;MOSQUERA;11
515;25483;NARIÑO;11
516;25486;NEMOCÓN;11
517;25488;NILO;11
518;25489;NIMAIMA;11
519;25491;NOCAIMA;11
520;25506;VENECIA;11
521;25513;PACHO;11
522;25518;PAIME;11
523;25524;PANDI;11
524;25530;PARATEBUENO;11
525;25535;PASCA;11
526;25572;PUERTO SALGAR;11
527;25580;PULÍ;11
528;25592;QUEBRADANEGRA;11
529;25594;QUETAME;11
530;25596;QUIPILE;11
531;25599;APULO;11
532;25612;RICAURTE;11
533;25645;SAN ANTONIO DEL TEQUENDAMA;11
534;25649;SAN BERNARDO;11
535;25653;SAN CAYETANO;11
536;25658;SAN FRANCISCO;11
537;25662;SAN JUAN DE RÍO SECO;11
538;25718;SASAIMA;11
539;25736;SESQUILÉ;11
540;25740;SIBATÉ;11
541;25743;SILVANIA;11
542;25745;SIMIJACA;11
543;25754;SOACHA;11
544;25758;SOPÓ;11
545;25769;SUBACHOQUE;11
546;25772;SUESCA;11
547;25777;SUPATÁ;11
548;25779;SUSA;11
549;25781;SUTATAUSA;11
550;25785;TABIO;11
551;25793;TAUSA;11
552;25797;TENA;11
553;25799;TENJO;11
554;25805;TIBACUY;11
555;25807;TIBIRITA;11
556;25815;TOCAIMA;11
557;25817;TOCANCIPÁ;11
558;25823;TOPAIPÍ;11
559;25839;UBALÁ;11
560;25841;UBAQUE;11
561;25843;VILLA DE SAN DIEGO DE UBATE;11
562;25845;UNE;11
563;25851;ÚTICA;11
564;25862;VERGARA;11
565;25867;VIANÍ;11
566;25871;VILLAGÓMEZ;11
567;25873;VILLAPINZÓN;11
568;25875;VILLETA;11
569;25878;VIOTÁ;11
570;25885;YACOPÍ;11
571;25898;ZIPACÓN;11
572;25899;ZIPAQUIRÁ;11
573;27001;QUIBDÓ;12
574;27006;ACANDÍ;12
575;27025;ALTO BAUDO;12
576;27050;ATRATO;12
577;27073;BAGADÓ;12
578;27075;BAHÍA SOLANO;12
579;27077;BAJO BAUDÓ;12
580;27086;BELÉN DE BAJIRÁ;12
581;27099;BOJAYA;12
582;27135;EL CANTÓN DEL SAN PABLO;12
583;27150;CARMEN DEL DARIEN;12
584;27160;CÉRTEGUI;12
585;27205;CONDOTO;12
586;27245;EL CARMEN DE ATRATO;12
587;27250;EL LITORAL DEL SAN JUAN;12
588;27361;ISTMINA;12
589;27372;JURADÓ;12
590;27413;LLORÓ;12
591;27425;MEDIO ATRATO;12
592;27430;MEDIO BAUDÓ;12
593;27450;MEDIO SAN JUAN;12
594;27491;NÓVITA;12
595;27495;NUQUÍ;12
596;27580;RÍO IRO;12
597;27600;RÍO QUITO;12
598;27615;RIOSUCIO;12
599;27660;SAN JOSÉ DEL PALMAR;12
600;27745;SIPÍ;12
601;27787;TADÓ;12
602;27800;UNGUÍA;12
603;27810;UNIÓN PANAMERICANA;12
604;41001;NEIVA;13
605;41006;ACEVEDO;13
606;41013;AGRADO;13
607;41016;AIPE;13
608;41020;ALGECIRAS;13
609;41026;ALTAMIRA;13
610;41078;BARAYA;13
611;41132;CAMPOALEGRE;13
612;41206;COLOMBIA;13
613;41244;ELÍAS;13
614;41298;GARZÓN;13
615;41306;GIGANTE;13
616;41319;GUADALUPE;13
617;41349;HOBO;13
618;41357;IQUIRA;13
619;41359;ISNOS;13
620;41378;LA ARGENTINA;13
621;41396;LA PLATA;13
622;41483;NÁTAGA;13
623;41503;OPORAPA;13
624;41518;PAICOL;13
625;41524;PALERMO;13
626;41530;PALESTINA;13
627;41548;PITAL;13
628;41551;PITALITO;13
629;41615;RIVERA;13
630;41660;SALADOBLANCO;13
631;41668;SAN AGUSTÍN;13
632;41676;SANTA MARÍA;13
633;41770;SUAZA;13
634;41791;TARQUI;13
635;41797;TESALIA;13
636;41799;TELLO;13
637;41801;TERUEL;13
638;41807;TIMANÁ;13
639;41872;VILLAVIEJA;13
640;41885;YAGUARÁ;13
641;44001;RIOHACHA;14
642;44035;ALBANIA;14
643;44078;BARRANCAS;14
644;44090;DIBULLA;14
645;44098;DISTRACCIÓN;14
646;44110;EL MOLINO;14
647;44279;FONSECA;14
648;44378;HATONUEVO;14
649;44420;LA JAGUA DEL PILAR;14
650;44430;MAICAO;14
651;44560;MANAURE;14
652;44650;SAN JUAN DEL CESAR;14
653;44847;URIBIA;14
654;44855;URUMITA;14
655;44874;VILLANUEVA;14
656;47001;SANTA MARTA;15
657;47030;ALGARROBO;15
658;47053;ARACATACA;15
659;47058;ARIGUANÍ;15
660;47161;CERRO SAN ANTONIO;15
661;47170;CHIBOLO;15
662;47189;CIÉNAGA;15
663;47205;CONCORDIA;15
664;47245;EL BANCO;15
665;47258;EL PIÑON;15
666;47268;EL RETÉN;15
667;47288;FUNDACIÓN;15
668;47318;GUAMAL;15
669;47460;NUEVA GRANADA;15
670;47541;PEDRAZA;15
671;47545;PIJIÑO DEL CARMEN;15
672;47551;PIVIJAY;15
673;47555;PLATO;15
674;47570;PUEBLOVIEJO;15
675;47605;REMOLINO;15
676;47660;SABANAS DE SAN ANGEL;15
677;47675;SALAMINA;15
678;47692;SAN SEBASTIÁN DE BUENAVISTA;15
679;47703;SAN ZENÓN;15
680;47707;SANTA ANA;15
681;47720;SANTA BÁRBARA DE PINTO;15
682;47745;SITIONUEVO;15
683;47798;TENERIFE;15
684;47960;ZAPAYÁN;15
685;47980;ZONA BANANERA;15
686;50001;VILLAVICENCIO;16
687;50006;ACACÍAS;16
688;50110;BARRANCA DE UPÍA;16
689;50124;CABUYARO;16
690;50150;CASTILLA LA NUEVA;16
691;50223;CUBARRAL;16
692;50226;CUMARAL;16
693;50245;EL CALVARIO;16
694;50251;EL CASTILLO;16
695;50270;EL DORADO;16
696;50287;FUENTE DE ORO;16
697;50313;GRANADA;16
698;50318;GUAMAL;16
699;50325;MAPIRIPÁN;16
700;50330;MESETAS;16
701;50350;LA MACARENA;16
702;50370;URIBE;16
703;50400;LEJANÍAS;16
704;50450;PUERTO CONCORDIA;16
705;50568;PUERTO GAITÁN;16
706;50573;PUERTO LÓPEZ;16
707;50577;PUERTO LLERAS;16
708;50590;PUERTO RICO;16
709;50606;RESTREPO;16
710;50680;SAN CARLOS DE GUAROA;16
711;50683;SAN JUAN DE ARAMA;16
712;50686;SAN JUANITO;16
713;50689;SAN MARTÍN;16
714;50711;VISTAHERMOSA;16
715;52001;PASTO;17
716;52019;ALBÁN;17
717;52022;ALDANA;17
718;52036;ANCUYÁ;17
719;52051;ARBOLEDA;17
720;52079;BARBACOAS;17
721;52083;BELÉN;17
722;52110;BUESACO;17
723;52203;COLÓN;17
724;52207;CONSACA;17
725;52210;CONTADERO;17
726;52215;CÓRDOBA;17
727;52224;CUASPUD;17
728;52227;CUMBAL;17
729;52233;CUMBITARA;17
730;52240;CHACHAGÜÍ;17
731;52250;EL CHARCO;17
732;52254;EL PEÑOL;17
733;52256;EL ROSARIO;17
734;52258;EL TABLÓN DE GÓMEZ;17
735;52260;EL TAMBO;17
736;52287;FUNES;17
737;52317;GUACHUCAL;17
738;52320;GUAITARILLA;17
739;52323;GUALMATÁN;17
740;52352;ILES;17
741;52354;IMUÉS;17
742;52356;IPIALES;17
743;52378;LA CRUZ;17
744;52381;LA FLORIDA;17
745;52385;LA LLANADA;17
746;52390;LA TOLA;17
747;52399;LA UNIÓN;17
748;52405;LEIVA;17
749;52411;LINARES;17
750;52418;LOS ANDES;17
751;52427;MAGÜI;17
752;52435;MALLAMA;17
753;52473;MOSQUERA;17
754;52480;NARIÑO;17
755;52490;OLAYA HERRERA;17
756;52506;OSPINA;17
757;52520;FRANCISCO PIZARRO;17
758;52540;POLICARPA;17
759;52560;POTOSÍ;17
760;52565;PROVIDENCIA;17
761;52573;PUERRES;17
762;52585;PUPIALES;17
763;52612;RICAURTE;17
764;52621;ROBERTO PAYÁN;17
765;52678;SAMANIEGO;17
766;52683;SANDONÁ;17
767;52685;SAN BERNARDO;17
768;52687;SAN LORENZO;17
769;52693;SAN PABLO;17
770;52694;SAN PEDRO DE CARTAGO;17
771;52696;SANTA BÁRBARA;17
772;52699;SANTACRUZ;17
773;52720;SAPUYES;17
774;52786;TAMINANGO;17
775;52788;TANGUA;17
776;52835;TUMACO;17
777;52838;TÚQUERRES;17
778;52885;YACUANQUER;17
779;54001;CÚCUTA;18
780;54003;ABREGO;18
781;54051;ARBOLEDAS;18
782;54099;BOCHALEMA;18
783;54109;BUCARASICA;18
784;54125;CÁCOTA;18
785;54128;CACHIRÁ;18
786;54172;CHINÁCOTA;18
787;54174;CHITAGÁ;18
788;54206;CONVENCIÓN;18
789;54223;CUCUTILLA;18
790;54239;DURANIA;18
791;54245;EL CARMEN;18
792;54250;EL TARRA;18
793;54261;EL ZULIA;18
794;54313;GRAMALOTE;18
795;54344;HACARÍ;18
796;54347;HERRÁN;18
797;54377;LABATECA;18
798;54385;LA ESPERANZA;18
799;54398;LA PLAYA;18
800;54405;LOS PATIOS;18
801;54418;LOURDES;18
802;54480;MUTISCUA;18
803;54498;OCAÑA;18
804;54518;PAMPLONA;18
805;54520;PAMPLONITA;18
806;54553;PUERTO SANTANDER;18
807;54599;RAGONVALIA;18
808;54660;SALAZAR;18
809;54670;SAN CALIXTO;18
810;54673;SAN CAYETANO;18
811;54680;SANTIAGO;18
812;54720;SARDINATA;18
813;54743;SILOS;18
814;54800;TEORAMA;18
815;54810;TIBÚ;18
816;54820;TOLEDO;18
817;54871;VILLA CARO;18
818;54874;VILLA DEL ROSARIO;18
819;63001;ARMENIA;19
820;63111;BUENAVISTA;19
821;63130;CALARCA;19
822;63190;CIRCASIA;19
823;63212;CÓRDOBA;19
824;63272;FILANDIA;19
825;63302;GÉNOVA;19
826;63401;LA TEBAIDA;19
827;63470;MONTENEGRO;19
828;63548;PIJAO;19
829;63594;QUIMBAYA;19
830;63690;SALENTO;19
831;66001;PEREIRA;20
832;66045;APÍA;20
833;66075;BALBOA;20
834;66088;BELÉN DE UMBRÍA;20
835;66170;DOSQUEBRADAS;20
836;66318;GUÁTICA;20
837;66383;LA CELIA;20
838;66400;LA VIRGINIA;20
839;66440;MARSELLA;20
840;66456;MISTRATÓ;20
841;66572;PUEBLO RICO;20
842;66594;QUINCHÍA;20
843;66682;SANTA ROSA DE CABAL;20
844;66687;SANTUARIO;20
845;68001;BUCARAMANGA;21
846;68013;AGUADA;21
847;68020;ALBANIA;21
848;68051;ARATOCA;21
849;68077;BARBOSA;21
850;68079;BARICHARA;21
851;68081;BARRANCABERMEJA;21
852;68092;BETULIA;21
853;68101;BOLÍVAR;21
854;68121;CABRERA;21
855;68132;CALIFORNIA;21
856;68147;CAPITANEJO;21
857;68152;CARCASÍ;21
858;68160;CEPITÁ;21
859;68162;CERRITO;21
860;68167;CHARALÁ;21
861;68169;CHARTA;21
862;68176;CHIMA;21
863;68179;CHIPATÁ;21
864;68190;CIMITARRA;21
865;68207;CONCEPCIÓN;21
866;68209;CONFINES;21
867;68211;CONTRATACIÓN;21
868;68217;COROMORO;21
869;68229;CURITÍ;21
870;68235;EL CARMEN DE CHUCURÍ;21
871;68245;EL GUACAMAYO;21
872;68250;EL PEÑÓN;21
873;68255;EL PLAYÓN;21
874;68264;ENCINO;21
875;68266;ENCISO;21
876;68271;FLORIÁN;21
877;68276;FLORIDABLANCA;21
878;68296;GALÁN;21
879;68298;GAMBITA;21
880;68307;GIRÓN;21
881;68318;GUACA;21
882;68320;GUADALUPE;21
883;68322;GUAPOTÁ;21
884;68324;GUAVATÁ;21
885;68327;GÜEPSA;21
886;68344;HATO;21
887;68368;JESÚS MARÍA;21
888;68370;JORDÁN;21
889;68377;LA BELLEZA;21
890;68385;LANDÁZURI;21
891;68397;LA PAZ;21
892;68406;LEBRÍJA;21
893;68418;LOS SANTOS;21
894;68425;MACARAVITA;21
895;68432;MÁLAGA;21
896;68444;MATANZA;21
897;68464;MOGOTES;21
